apps/frappe/frappe/core/page/user_permissions/user_permissions.js +27,"These will also be set as default values for those links, if only one such permission record is defined.","These will also be set as default values for those links, if only one such permission record is defined."
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +297,Add A User Restriction,Add A User Restriction
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +301,Add A New Restriction,Add A New Restriction
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +31,A user can be permitted to multiple records of the same DocType.,A user can be permitted to multiple records of the same DocType.
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +68,Select User,Select User
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +105,Please upload using the same template as download.,Please upload using the same template as download.
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +58,Cannot remove permission for DocType: {0} and Name: {1},Cannot remove permission for DocType: {0} and Name: {1}
apps/frappe/frappe/core/page/user_permissions/user_permissions.py +66,Cannot set permission for DocType: {0} and Name: {1},Cannot set permission for DocType: {0} and Name: {1}
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +25,Please specify user,Please specify user
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +28,Please specify doctype,Please specify doctype
apps/frappe/frappe/core/report/todo/todo.py +21,Assigned To/Owner,Assigned To/Owner
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +52,Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Options for select. Each option on a new line.,Options for select. Each option on a new line.
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Option 1,Option 1
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,e.g.:,e.g.:
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Option 2,Option 2
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Option 3,Option 3
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +58,Fieldname which will be the DocType for this link field.,Fieldname which will be the DocType for this link field.
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +19,Label is mandatory,Label is mandatory
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +29,Fieldname not set for Custom Field,Fieldname not set for Custom Field
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +61,"Insert After field '{0}' mentioned in Custom Field '{1}', does not exist","Insert After field '{0}' mentioned in Custom Field '{1}', does not exist"
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +109,All customizations will be removed. Please confirm.,All customizations will be removed. Please confirm.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +142,Help,Help
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +146,Help: Field Properties,Help: Field Properties
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +154,Set the display label for the field,Set the display label for the field
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +158,"Change type of field. (Currently, Type change is \
						allowed among 'Currency and Float')","Change type of field. (Currently, Type change is \
						allowed among 'Currency and Float')"
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +163,Specify the value of the field,Specify the value of the field
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +168,Assign a permission level to the field.,Assign a permission level to the field.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +169,Permissions can be managed via Setup &gt,Permissions can be managed via Setup &gt
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +175,Width of the input box,Width of the input box
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +176,Example,Example
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +180,Reqd,Reqd
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +181,Mark the field as Mandatory,Mark the field as Mandatory
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +185,Use the field to filter records,Use the field to filter records
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +189,Hide field in form,Hide field in form
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +193,Hide field in Standard Print Format,Hide field in Standard Print Format
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +197,Hide field in Report Builder,Hide field in Report Builder
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +201,Allow field to remain editable even after submission,Allow field to remain editable even after submission
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +214,Show a description below the field,Show a description below the field
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +218,Specify a default value,Specify a default value
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +49,Refresh Form,Refresh Form
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +53,Reset to defaults,Reset to defaults
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +54,Remove all customizations?,Remove all customizations?
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +80,Cannot delete standard field. You can hide it if you want,Cannot delete standard field. You can hide it if you want
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +125,Row {0}: Not allowed to enable Allow on Submit for standard fields,Row {0}: Not allowed to enable Allow on Submit for standard fields
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +130,'In List View' not allowed for type {0} in row {1},'In List View' not allowed for type {0} in row {1}
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +253,Fieldtype cannot be changed from {0} to {1} in row {2},Fieldtype cannot be changed from {0} to {1} in row {2}
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +97,{0} updated,{0} updated
apps/frappe/frappe/custom/doctype/property_setter/property_setter.js +7,Value for a check field can be either 0 or 1,Value for a check field can be either 0 or 1
apps/frappe/frappe/database.py +217,Too many writes in one request. Please send smaller requests,Too many writes in one request. Please send smaller requests
apps/frappe/frappe/desk/doctype/event/event.py +20,Event end must be after start,Event end must be after start
apps/frappe/frappe/desk/doctype/event/event.py +28,Every day events should finish on the same day.,Every day events should finish on the same day.
apps/frappe/frappe/desk/doctype/event/event.py +59,Events In Today's Calendar,Events In Today's Calendar
apps/frappe/frappe/desk/doctype/event/event.py +66,Daily Event Digest is sent for Calendar Events where reminders are set.,Daily Event Digest is sent for Calendar Events where reminders are set.
apps/frappe/frappe/desk/doctype/event/event.py +68,Upcoming Events for Today,Upcoming Events for Today
apps/frappe/frappe/desk/doctype/feed/feed.py +91,{0} logged in,{0} logged in
apps/frappe/frappe/desk/doctype/todo/todo_list.js +7,To Do,To Do
apps/frappe/frappe/desk/doctype/todo/todo.js +22,Close,Close
apps/frappe/frappe/desk/doctype/todo/todo.js +30,Re-open,Re-open
apps/frappe/frappe/desk/doctype/todo/todo.py +17,Assigned to {0}: {1},Assigned to {0}: {1}
apps/frappe/frappe/desk/doctype/todo/todo.py +21,Assignment closed by {0},Assignment closed by {0}
apps/frappe/frappe/desk/form/assign_to.py +114,"The task {0}, that you assigned to {1}, has been closed.","The task {0}, that you assigned to {1}, has been closed."
apps/frappe/frappe/desk/form/assign_to.py +120,"The task {0}, that you assigned to {1}, has been closed by {2}.","The task {0}, that you assigned to {1}, has been closed by {2}."
apps/frappe/frappe/desk/form/assign_to.py +127,"A new task, {0}, has been assigned to you by {1}. {2}","A new task, {0}, has been assigned to you by {1}. {2}"
apps/frappe/frappe/desk/form/assign_to.py +39,Already in user's To Do list,Already in user's To Do list
apps/frappe/frappe/desk/form/load.py +42,Did not load,Did not load
apps/frappe/frappe/desk/form/save.py +21,{0} {1} already exists,{0} {1} already exists
apps/frappe/frappe/desk/form/save.py +30,Did not save,Did not save
apps/frappe/frappe/desk/form/save.py +44,Did not cancel,Did not cancel
apps/frappe/frappe/desk/form/utils.py +103,No further records,No further records
apps/frappe/frappe/desk/form/utils.py +66,This method can only be used to create a Comment,This method can only be used to create a Comment
apps/frappe/frappe/desk/moduleview.py +31,Custom Reports,Custom Reports
apps/frappe/frappe/desk/moduleview.py +57,Module Not Found,Module Not Found
apps/frappe/frappe/desk/page/activity/activity_row.html +11,Logged in,Logged in
apps/frappe/frappe/desk/page/activity/activity_row.html +15,Commented on {0}: {1},Commented on {0}: {1}
apps/frappe/frappe/desk/page/activity/activity_row.html +17,Updated {0}: {1},Updated {0}: {1}
apps/frappe/frappe/desk/page/activity/activity.js +152,Feb,Feb
apps/frappe/frappe/desk/page/activity/activity.js +152,May,May
apps/frappe/frappe/desk/page/activity/activity.js +152,Jan,Jan
apps/frappe/frappe/desk/page/activity/activity.js +152,Apr,Apr
apps/frappe/frappe/desk/page/activity/activity.js +152,Mar,Mar
apps/frappe/frappe/desk/page/activity/activity.js +152,Jun,Jun
apps/frappe/frappe/desk/page/activity/activity.js +153,Sep,Sep
apps/frappe/frappe/desk/page/activity/activity.js +153,Aug,Aug
apps/frappe/frappe/desk/page/activity/activity.js +153,Dec,Dec
apps/frappe/frappe/desk/page/activity/activity.js +153,Jul,Jul
apps/frappe/frappe/desk/page/activity/activity.js +153,Oct,Oct
apps/frappe/frappe/desk/page/activity/activity.js +153,Nov,Nov
apps/frappe/frappe/desk/page/activity/activity.js +196,{0} on {1},{0} on {1}
apps/frappe/frappe/desk/page/activity/activity.js +47,Build Report,Build Report
apps/frappe/frappe/desk/page/applications/application_row.html +15,Publisher,Publisher
apps/frappe/frappe/desk/page/applications/application_row.html +5,Installed,Installed
apps/frappe/frappe/desk/page/applications/application_row.html +7,Install,Install
apps/frappe/frappe/desk/page/applications/applications.js +24,No Apps Installed,No Apps Installed
apps/frappe/frappe/desk/page/applications/applications.js +94,Application Installer,Application Installer
apps/frappe/frappe/desk/page/applications/applications.py +34,You cannot install this app,You cannot install this app
apps/frappe/frappe/desk/page/messages/messages_main.html +12,Post,Post
apps/frappe/frappe/desk/query_report.py +19,You don't have access to Report: {0},You don't have access to Report: {0}
apps/frappe/frappe/desk/query_report.py +22,You don't have permission to get a report on: {0},You don't have permission to get a report on: {0}
apps/frappe/frappe/desk/query_report.py +26,Report {0} is disabled,Report {0} is disabled
apps/frappe/frappe/desk/query_report.py +70,Must have report permission to access this report.,Must have report permission to access this report.
apps/frappe/frappe/desk/query_report.py +76,Must specify a Query to run,Must specify a Query to run
apps/frappe/frappe/desk/query_report.py +80,Query must be a SELECT,Query must be a SELECT
apps/frappe/frappe/desk/reportview.py +69,{0} is saved,{0} is saved
apps/frappe/frappe/email/bulk.py +121,Email limit {0} crossed,Email limit {0} crossed
apps/frappe/frappe/email/bulk.py +130,This email was sent to {0},This email was sent to {0}
apps/frappe/frappe/email/bulk.py +131,Unsubscribe from this list,Unsubscribe from this list
apps/frappe/frappe/email/bulk.py +169,{0} has left the conversation in {1} {2},{0} has left the conversation in {1} {2}
apps/frappe/frappe/email/bulk.py +178,Emails are muted,Emails are muted
apps/frappe/frappe/email/bulk.py +78,This email was sent to {0}. To unsubscribe click on this link: {1},This email was sent to {0}. To unsubscribe click on this link: {1}
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +10,Default Inbox,Default Inbox
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +14,Default Sending,Default Sending
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +6,Default Sending and Inbox,Default Sending and Inbox
apps/frappe/frappe/email/doctype/email_account/email_account.py +266,Re:,Re:
apps/frappe/frappe/email/doctype/email_account/email_account.py +272,Leave this conversation,Leave this conversation
apps/frappe/frappe/email/doctype/email_account/email_account.py +37,Login Id is required,Login Id is required
apps/frappe/frappe/email/doctype/email_account/email_account.py +45,Append To is mandatory for incoming mails,Append To is mandatory for incoming mails
apps/frappe/frappe/email/doctype/email_account/email_account.py +61,Append To can be one of {0},Append To can be one of {0}
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +13,Please specify which date field must be checked,Please specify which date field must be checked
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +16,Please specify which value field must be checked,Please specify which value field must be checked
apps/frappe/frappe/email/doctype/email_alert/email_alert.py +20,Cannot set Email Alert on Document Type {0},Cannot set Email Alert on Document Type {0}
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +13,Left this conversation,Left this conversation
apps/frappe/frappe/email/receive.py +53,Invalid Mail Server. Please rectify and try again.,Invalid Mail Server. Please rectify and try again.
apps/frappe/frappe/email/receive.py +61,Invalid User Name or Support Password. Please rectify and try again.,Invalid User Name or Support Password. Please rectify and try again.
apps/frappe/frappe/email/smtp.py +134,Email Account not setup. Please create a new Email Account from Setup > Email > Email Account,Email Account not setup. Please create a new Email Account from Setup > Email > Email Account
apps/frappe/frappe/email/smtp.py +146,Could not connect to outgoing email server,Could not connect to outgoing email server
apps/frappe/frappe/email/smtp.py +168,Invalid Outgoing Mail Server or Port,Invalid Outgoing Mail Server or Port
apps/frappe/frappe/email/smtp.py +172,Unable to send emails at this time,Unable to send emails at this time
apps/frappe/frappe/email/smtp.py +34,Invalid login or password,Invalid login or password
apps/frappe/frappe/email/smtp.py +37,Invalid recipient address,Invalid recipient address
apps/frappe/frappe/email/smtp.py +58,Please setup default Email Account from Setup > Email > Email Account,Please setup default Email Account from Setup > Email > Email Account
apps/frappe/frappe/geo/doctype/currency/currency.js +7,This Currency is disabled. Enable to use in transactions,This Currency is disabled. Enable to use in transactions
apps/frappe/frappe/model/base_document.py +272,Duplicate name {0} {1},Duplicate name {0} {1}
apps/frappe/frappe/model/base_document.py +296,{0} must be unique,{0} must be unique
apps/frappe/frappe/model/base_document.py +327,Data missing in table,Data missing in table
apps/frappe/frappe/model/base_document.py +331,Value missing for,Value missing for
apps/frappe/frappe/model/base_document.py +362,Options not set for link field {0},Options not set for link field {0}
apps/frappe/frappe/model/base_document.py +366,{0} must be set first,{0} must be set first
apps/frappe/frappe/model/base_document.py +403,Row #{0}:,Row #{0}:
apps/frappe/frappe/model/base_document.py +407,"{0} {1} cannot be ""{2}"". It should be one of ""{3}""","{0} {1} cannot be ""{2}"". It should be one of ""{3}"""
apps/frappe/frappe/model/base_document.py +420,Value cannot be changed for {0},Value cannot be changed for {0}
apps/frappe/frappe/model/base_document.py +432,Not allowed to change {0} after submission,Not allowed to change {0} after submission
apps/frappe/frappe/model/db_query.py +285,No permission to read {0},No permission to read {0}
apps/frappe/frappe/model/db_query.py +393,Please select atleast 1 column from {0} to sort,Please select atleast 1 column from {0} to sort
apps/frappe/frappe/model/db_schema.py +247,"{0} field cannot be set as unique, as there are non-unique existing values","{0} field cannot be set as unique, as there are non-unique existing values"
apps/frappe/frappe/model/db_schema.py +447,Fieldname {0} cannot have special characters like {1},Fieldname {0} cannot have special characters like {1}
apps/frappe/frappe/model/delete_doc.py +131,User not allowed to delete {0}: {1},User not allowed to delete {0}: {1}
apps/frappe/frappe/model/delete_doc.py +135,{0} {1}: Submitted Record cannot be deleted.,{0} {1}: Submitted Record cannot be deleted.
apps/frappe/frappe/model/delete_doc.py +153,Cannot delete or cancel because {0} {1} is linked with {2} {3},Cannot delete or cancel because {0} {1} is linked with {2} {3}
apps/frappe/frappe/model/delete_doc.py +200,Deleted,Deleted
apps/frappe/frappe/model/document.py +150,No permission to {0} {1} {2},No permission to {0} {1} {2}
apps/frappe/frappe/model/document.py +378,Record does not exist,Record does not exist
apps/frappe/frappe/model/document.py +390,Error: Document has been modified after you have opened it,Error: Document has been modified after you have opened it
apps/frappe/frappe/model/document.py +392,Please refresh to get the latest document.,Please refresh to get the latest document.
apps/frappe/frappe/model/document.py +414,Cannot change docstatus from 0 to 2,Cannot change docstatus from 0 to 2
apps/frappe/frappe/model/document.py +424,Cannot change docstatus from 1 to 0,Cannot change docstatus from 1 to 0
apps/frappe/frappe/model/document.py +427,Cannot edit cancelled document,Cannot edit cancelled document
apps/frappe/frappe/model/document.py +477,Could not find {0},Could not find {0}
apps/frappe/frappe/model/document.py +482,Cannot link cancelled document: {0},Cannot link cancelled document: {0}
apps/frappe/frappe/model/document.py +641,none of,none of
apps/frappe/frappe/model/document.py +642,Beginning with,Beginning with
apps/frappe/frappe/model/document.py +657,Incorrect value in row {0}: {1} must be {2} {3},Incorrect value in row {0}: {1} must be {2} {3}
apps/frappe/frappe/model/document.py +659,Incorrect value: {0} must be {1} {2},Incorrect value: {0} must be {1} {2}
apps/frappe/frappe/model/document.py +668,Table {0} cannot be empty,Table {0} cannot be empty
apps/frappe/frappe/model/naming.py +156,"There were some errors setting the name, please contact the administrator","There were some errors setting the name, please contact the administrator"
apps/frappe/frappe/model/naming.py +162,Name of {0} cannot be {1},Name of {0} cannot be {1}
apps/frappe/frappe/model/naming.py +49,Name not set via Prompt,Name not set via Prompt
apps/frappe/frappe/model/naming.py +62,Naming Series mandatory,Naming Series mandatory
apps/frappe/frappe/model/naming.py +90,Invalid naming series (. missing),Invalid naming series (. missing)
apps/frappe/frappe/model/rename_doc.py +100,{0} not allowed to be renamed,{0} not allowed to be renamed
apps/frappe/frappe/model/rename_doc.py +91,"{0} {1} does not exist, select a new target to merge","{0} {1} does not exist, select a new target to merge"
apps/frappe/frappe/model/rename_doc.py +94,"Another {0} with name {1} exists, select another name","Another {0} with name {1} exists, select another name"
apps/frappe/frappe/model/rename_doc.py +97,You need write permission to rename,You need write permission to rename
apps/frappe/frappe/modules/__init__.py +81,App not found,App not found
apps/frappe/frappe/permissions.py +225,Not allowed to access {0} with {1} = {2},Not allowed to access {0} with {1} = {2}
apps/frappe/frappe/permissions.py +228,Row,Row
apps/frappe/frappe/permissions.py +279,{0} {1} not found,{0} {1} not found
apps/frappe/frappe/permissions.py +283,Permission already set,Permission already set
apps/frappe/frappe/print/doctype/print_format/print_format.js +14,Please duplicate this to make changes,Please duplicate this to make changes
apps/frappe/frappe/print/doctype/print_format/print_format.js +20,Please select DocType first,Please select DocType first
apps/frappe/frappe/print/doctype/print_format/print_format.py +18,Standard Print Format cannot be updated,Standard Print Format cannot be updated
apps/frappe/frappe/print/doctype/print_format/print_format.py +32,Syntax error in Jinja template,Syntax error in Jinja template
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_column_selector.html +1,"Check columns to select, drag to set order.","Check columns to select, drag to set order."
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_column_selector.html +2,Widths can be set in px or %.,Widths can be set in px or %.
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_column_selector.html +4,Column,Column
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_field.html +14,Edit HTML,Edit HTML
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_field.html +22,Select Columns,Select Columns
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_layout.html +11,<span class=text-muted data-no-content=1>,<span class=text-muted data-no-content=1>
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_layout.html +12,Edit to set heading,Edit to set heading
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_layout.html +3,Drag elements from the sidebar to add. Drag them back to trash.,Drag elements from the sidebar to add. Drag them back to trash.
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_sidebar.html +3,Filter...,Filter...
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_start.html +16,Create a New Format,Create a New Format
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_start.html +2,Select an existing format to edit or start a new format.,Select an existing format to edit or start a new format.
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +102,Select a DocType to make a new format,Select a DocType to make a new format
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +111,Name of the new Print Format,Name of the new Print Format
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +120,Both DocType and Name required,Both DocType and Name required
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +156,Start new Format,Start new Format
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +160,Edit Properties,Edit Properties
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +182,Custom HTML,Custom HTML
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +361,No of Columns,No of Columns
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +367,Remove Section,Remove Section
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +460,Edit Heading,Edit Heading
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +479,Select Table Columns for {0},Select Table Columns for {0}
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +527,Edit to add content,Edit to add content
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +532,Edit Custom HTML,Edit Custom HTML
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +549,You can add dynamic properties from the document by using Jinja templating.,You can add dynamic properties from the document by using Jinja templating.
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +550,"For example: If you want to include the document ID, use {0}","For example: If you want to include the document ID, use {0}"
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +627,Saved,Saved
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +75,Select Print Format to Edit,Select Print Format to Edit
apps/frappe/frappe/sessions.py +109,Redis cache server not running. Please contact Administrator / Tech support,Redis cache server not running. Please contact Administrator / Tech support
apps/frappe/frappe/sessions.py +28,Cache Cleared,Cache Cleared
apps/frappe/frappe/templates/emails/auto_reply.html +1,Thank you for your email,Thank you for your email
apps/frappe/frappe/templates/emails/auto_reply.html +2,"Your query has been received. We will reply back shortly. If you have any additional information, please reply to this mail.","Your query has been received. We will reply back shortly. If you have any additional information, please reply to this mail."
apps/frappe/frappe/templates/emails/auto_reply.html +3,Reference: {0} {1},Reference: {0} {1}
apps/frappe/frappe/templates/emails/auto_reply.html +5,This is an automatically generated reply,This is an automatically generated reply
apps/frappe/frappe/templates/emails/new_user.html +3,A new account has been created for you,A new account has been created for you
apps/frappe/frappe/templates/emails/new_user.html +4,Your login id is,Your login id is
apps/frappe/frappe/templates/emails/new_user.html +5,Click on the link below to complete your registration and set a new password,Click on the link below to complete your registration and set a new password
apps/frappe/frappe/templates/emails/new_user.html +6,Complete Registration,Complete Registration
apps/frappe/frappe/templates/emails/new_user.html +8,You can also copy-paste this link in your browser,You can also copy-paste this link in your browser
apps/frappe/frappe/templates/emails/password_reset.html +1,Password Reset,Password Reset
apps/frappe/frappe/templates/emails/password_reset.html +4,Please click on the following link to set your new password,Please click on the following link to set your new password
apps/frappe/frappe/templates/emails/password_reset.html +6,Thank you,Thank you
apps/frappe/frappe/templates/emails/password_update.html +1,Password Update Notification,Password Update Notification
apps/frappe/frappe/templates/emails/password_update.html +3,Your password has been updated. Here is your new password,Your password has been updated. Here is your new password
apps/frappe/frappe/templates/emails/print_link.html +2,View this in your browser,View this in your browser
apps/frappe/frappe/templates/generators/web_form.html +267,Continue,Continue
apps/frappe/frappe/templates/generators/web_form.html +31,Please login to create a new {0},Please login to create a new {0}
apps/frappe/frappe/templates/includes/comments/comments.py +50,{0} by {1},{0} by {1}
apps/frappe/frappe/templates/includes/comments/comments.py +52,View it in your browser,View it in your browser
apps/frappe/frappe/templates/includes/comments/comments.py +57,New comment on {0} {1},New comment on {0} {1}
apps/frappe/frappe/templates/includes/contact.js +11,"Please enter both your email and message so that we \
				can get back to you. Thanks!","Please enter both your email and message so that we \
				can get back to you. Thanks!"
apps/frappe/frappe/templates/includes/contact.js +17,"You seem to have written your name instead of your email. \
					Please enter a valid email address so that we can get back.","You seem to have written your name instead of your email. \
					Please enter a valid email address so that we can get back."
apps/frappe/frappe/templates/includes/contact.js +30,Thank you for your message,Thank you for your message
apps/frappe/frappe/templates/includes/list/filters.html +19,clear,clear
apps/frappe/frappe/templates/includes/login/login.js +124,Invalid Login,Invalid Login
apps/frappe/frappe/templates/includes/login/login.js +125,Oops! Something went wrong,Oops! Something went wrong
apps/frappe/frappe/templates/includes/login/login.js +18,Both login and password required,Both login and password required
apps/frappe/frappe/templates/includes/login/login.js +32,Valid email and name required,Valid email and name required
apps/frappe/frappe/templates/includes/login/login.js +45,Valid Login id required.,Valid Login id required.
apps/frappe/frappe/templates/includes/sidebar.html +7,Back,Back
apps/frappe/frappe/templates/pages/404.html +10,"We are very sorry for this, but the page you are looking for is missing (this could be because of a typo in the address) or moved.","We are very sorry for this, but the page you are looking for is missing (this could be because of a typo in the address) or moved."
apps/frappe/frappe/templates/pages/404.html +4,Page missing or moved,Page missing or moved
apps/frappe/frappe/templates/pages/desk.py +18,You are not permitted to access this page.,You are not permitted to access this page.
apps/frappe/frappe/templates/pages/list.py +46,"Filtered by ""{0}""","Filtered by ""{0}"""
apps/frappe/frappe/templates/pages/login.py +162,Email not verified with {1},Email not verified with {1}
apps/frappe/frappe/templates/pages/me.html +1,My Account,My Account
apps/frappe/frappe/templates/pages/me.py +14,You need to be logged in to access this page.,You need to be logged in to access this page.
apps/frappe/frappe/templates/pages/print.py +134,No {0} permission,No {0} permission
apps/frappe/frappe/templates/pages/print.py +146,Print Format {0} is disabled,Print Format {0} is disabled
apps/frappe/frappe/templates/pages/print.py +160,No template found at path: {0},No template found at path: {0}
apps/frappe/frappe/templates/pages/update-password.html +1,Reset Password,Reset Password
apps/frappe/frappe/templates/pages/update-password.html +10,Old Password,Old Password
apps/frappe/frappe/templates/pages/update-password.html +14,New Password,New Password
apps/frappe/frappe/templates/pages/update-password.html +63,Password Updated,Password Updated
apps/frappe/frappe/utils/backups.py +142,Download link for your backup will be emailed on the following email address: {0},Download link for your backup will be emailed on the following email address: {0}
apps/frappe/frappe/utils/boilerplate.py +228,{app_title},{app_title}
apps/frappe/frappe/utils/csvutils.py +123,{0} must be one of {1},{0} must be one of {1}
apps/frappe/frappe/utils/csvutils.py +25,File not attached,File not attached
apps/frappe/frappe/utils/csvutils.py +33,Unable to open attached file. Please try again.,Unable to open attached file. Please try again.
apps/frappe/frappe/utils/csvutils.py +50,"Unknown file encoding. Tried utf-8, windows-1250, windows-1252.","Unknown file encoding. Tried utf-8, windows-1250, windows-1252."
apps/frappe/frappe/utils/csvutils.py +74,Not a valid Comma Separated Value (CSV File),Not a valid Comma Separated Value (CSV File)
apps/frappe/frappe/utils/data.py +382,Cent,Cent
apps/frappe/frappe/utils/data.py +399,only.,only.
apps/frappe/frappe/utils/data.py +486,{0} or {1},{0} or {1}
apps/frappe/frappe/utils/data.py +489,{0} and {1},{0} and {1}
apps/frappe/frappe/utils/file_manager.py +235,Removed {0},Removed {0}
apps/frappe/frappe/utils/file_manager.py +28,Please select a file or url,Please select a file or url
apps/frappe/frappe/utils/file_manager.py +40,Added {0},Added {0}
apps/frappe/frappe/utils/file_manager.py +83,No file attached,No file attached
apps/frappe/frappe/utils/nestedset.py +181,Item cannot be added to its own descendents,Item cannot be added to its own descendents
apps/frappe/frappe/utils/nestedset.py +194,Root {0} cannot be deleted,Root {0} cannot be deleted
apps/frappe/frappe/utils/nestedset.py +201,Cannot delete {0} as it has child nodes,Cannot delete {0} as it has child nodes
apps/frappe/frappe/utils/nestedset.py +210,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node
apps/frappe/frappe/utils/nestedset.py +221,Multiple root nodes not allowed.,Multiple root nodes not allowed.
apps/frappe/frappe/utils/nestedset.py +227,{0} {1} cannot be a leaf node as it has children,{0} {1} cannot be a leaf node as it has children
apps/frappe/frappe/utils/nestedset.py +77,Nested set error. Please contact the Administrator.,Nested set error. Please contact the Administrator.
apps/frappe/frappe/utils/pdf.py +35,PDF generation failed because of broken image links,PDF generation failed because of broken image links
apps/frappe/frappe/utils/response.py +107,You need to be logged in and have System Manager Role to be able to access backups.,You need to be logged in and have System Manager Role to be able to access backups.
apps/frappe/frappe/utils/verified_command.py +39,Invalid Link,Invalid Link
apps/frappe/frappe/utils/verified_command.py +40,This link is invalid or expired. Please make sure you have pasted correctly.,This link is invalid or expired. Please make sure you have pasted correctly.
apps/frappe/frappe/website/doctype/blog_post/blog_post_list.js +7,Not Published,Not Published
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +162,No comments yet,No comments yet
